herb_name,city,town,collection_date,longitude,latitude,soil_pH,soil_Cr,soil_Ni,soil_Cu,soil_Zn,soil_As,soil_Cd,soil_Hg,soil_Pb,herb_Cr,herb_Ni,herb_Cu,herb_Zn,herb_As,herb_Cd,herb_Hg,herb_Pb
芡实,苏州市,相城区,2024-9-12,120.551107,31.466929,6.0,71,33,32,86,8,0.13,0.22,35,0.0,0.2,1.9,26.3,0.03,0.00,0.00,0.0
芡实,盐城市,射阳县,2024-9-29,120.131316,33.679339,8.1,59,27,18,60,12,0.13,0.01,19,0.1,0.1,2.9,17.4,0.09,0.00,0.00,0.0
芡实,盐城市,射阳县,2024-9-29,120.135305,33.681325,7.3,63,29,20,68,11,0.15,0.02,22,0.0,0.1,1.7,16.9,0.13,0.00,0.01,0.1
芡实,盐城市,射阳县,2024-9-29,120.134619,33.67875,7.1,66,32,23,74,10,0.16,0.01,23,0.0,0.3,4.1,22.7,0.09,0.00,0.00,0.1
芡实,泰州市,靖江市,2024-9-15,120.132968,31.959544,7.2,67,31,28,96,9,0.29,0.37,29,0.0,0.3,4.8,28.1,0.12,0.01,0.01,0.0
芡实,泰州市,靖江市,2024-9-15,120.134071,31.959585,7.3,67,31,28,93,8,0.25,0.08,28,0.0,0.2,3.2,36.1,0.17,0.00,0.00,0.0
芡实,泰州市,靖江市,2024-9-15,120.133612,31.960606,7.2,67,31,28,92,8,0.27,0.09,28,0.0,0.3,3.6,35.7,0.14,0.01,0.01,0.0
芡实,淮安市,淮安区,2024-9-14,119.423146,33.395045,7.1,84,43,36,99,13,0.27,0.08,32,0.0,0.5,4.1,23.5,0.14,0.00,0.00,0.1
芡实,淮安市,淮安区,2024-9-19,119.305083,33.455092,6.4,65,28,22,53,9,0.12,0.18,28,0.0,0.8,5.5,49.6,0.16,0.01,0.02,0.1
芡实,淮安市,金湖县,2024-9-16,119.093405,33.174319,6.9,77,35,25,66,11,0.09,0.02,24,0.0,0.4,4.2,43.1,0.14,0.01,0.01,0.1
芡实,淮安市,金湖县,2024-9-16,119.105242,33.176926,7.0,69,34,22,60,10,0.09,0.02,21,0.0,0.4,4.6,42.8,0.14,0.01,0.01,0.1
芡实,淮安市,金湖县,2024-9-16,119.104615,33.175656,7.0,77,35,25,67,10,0.09,0.02,24,0.0,0.3,2.8,29.3,0.13,0.01,0.01,0.0
芡实,淮安市,洪泽区,2024-9-19,119.080608,33.224658,7.3,73,34,26,72,10,0.12,0.03,24,0.0,0.3,3.3,38.1,0.10,0.00,0.00,0.1
芡实,淮安市,洪泽区,2024-9-19,119.0809,33.226719,7.3,71,34,24,70,12,0.13,0.03,23,0.1,0.2,3.8,31.3,0.08,0.00,0.00,0.1
芡实,淮安市,洪泽区,2024-9-19,119.083118,33.225286,7.2,72,35,24,76,8,0.12,0.03,22,0.1,0.3,3.3,40.7,0.12,0.01,0.00,0.1
芡实,淮安市,洪泽区,2024-9-19,119.046941,33.317584,7.4,74,34,24,59,14,0.08,0.02,29,0.1,0.6,3.4,49.1,0.07,0.02,0.01,0.2
芡实,淮安市,洪泽区,2024-9-19,119.047199,33.317356,7.3,75,34,25,58,14,0.09,0.02,28,0.2,0.6,4.4,33.5,0.06,0.01,0.00,0.0
芡实,淮安市,洪泽区,2024-9-19,119.047412,33.317112,7.3,72,35,26,59,13,0.08,0.02,29,0.1,0.6,5.8,40.7,0.07,0.01,0.00,0.2
芡实,宿迁市,泗阳县,2024-9-21,118.842377,33.942559,7.0,54,24,17,65,6,0.15,0.03,20,0.0,0.3,4.5,30.9,0.06,0.02,0.01,0.3
芡实,宿迁市,泗阳县,2024-9-21,118.840851,33.942184,7.0,55,25,17,65,7,0.14,0.03,20,0.1,0.3,3.2,26.5,0.07,0.01,0.01,0.0
芡实,宿迁市,泗阳县,2024-9-21,118.84079,33.944047,7.0,54,24,16,65,6,0.16,0.03,20,0.1,0.2,4.4,24.1,0.05,0.01,0.00,0.0
芡实,扬州市,高邮市,2024-9-30,119.405857,33.026728,7.3,65,31,22,66,12,0.10,0.03,23,0.1,0.3,3.5,28.5,0.03,0.00,0.00,0.0
芡实,扬州市,高邮市,2024-9-30,119.408072,33.022621,7.3,64,29,22,67,11,0.09,0.03,23,0.1,0.3,2.6,25.7,0.05,0.00,0.00,0.0
芡实,扬州市,高邮市,2024-9-30,119.40364,33.033752,7.3,67,32,25,70,11,0.10,0.03,25,0.0,0.3,5.0,44.3,0.05,0.01,0.01,0.1
芡实,徐州市,邳州市,2024-10-3,117.897073,34.365036,8.0,67,34,25,76,15,0.17,0.02,23,0.0,0.2,4.3,44.2,0.17,0.01,0.00,0.1
芡实,徐州市,邳州市,2024-10-3,117.897353,34.365574,7.9,70,36,27,82,17,0.21,0.02,25,0.2,0.2,5.2,35.4,0.12,0.00,0.00,0.2
芡实,徐州市,邳州市,2024-10-3,117.897423,34.366316,8.1,68,34,25,78,15,0.17,0.02,24,0.0,0.3,4.5,40.8,0.20,0.00,0.01,0.1
芡实,常州市,天宁区,2024-10-10,120.050031,31.817495,6.6,88,46,37,118,14,0.27,0.08,38,0.0,0.2,4.7,27.7,0.01,0.00,0.01,0.0
芡实,常州市,天宁区,2024-10-10,120.050248,31.81818,6.8,99,47,36,93,13,0.15,0.07,29,0.0,0.2,3.0,25.3,0.01,0.00,0.00,0.0
芡实,常州市,天宁区,2024-10-10,120.051152,31.81764,6.8,93,43,37,99,12,0.23,0.07,31,0.1,0.2,3.7,26.1,0.02,0.00,0.00,0.0
芡实,苏州市,张家港市,2025-10-11,120.647404,31.925977,7.1,91,36,49,131,10,0.39,0.09,47,0.1,0.4,2.8,17.9,0.11,0.01,0.01,0.0
蒲公英,盐城市,盐都区,2025-4-9,120.164516,33.326324,7.3,70,26,19,76,7,0.10,0.03,22,5.4,3.4,13.7,19.8,0.19,0.16,0.00,0.7
蒲公英,盐城市,盐都区,2025-4-9,120.146837,33.311463,7.6,65,27,15,68,7,0.09,0.02,21,6.0,3.4,18.2,46.9,0.51,0.24,0.02,1.4
蒲公英,盐城市,东台市,2025-10-20,120.751956,32.82816,8.7,47,19,10,51,7,0.12,0.01,16,1.5,1.3,13.0,28.7,0.34,0.30,0.01,0.7
蒲公英,盐城市,东台市,2025-10-20,120.752347,32.82751,7.8,46,19,11,65,6,0.16,0.01,18,3.1,1.7,8.8,25.4,0.27,0.17,0.01,0.3
蒲公英,盐城市,东台市,2025-10-20,120.752323,32.826815,7.7,47,19,10,61,6,0.14,0.01,16,1.0,1.4,6.8,12.7,0.15,0.07,0.01,0.3
蒲公英,徐州市,新沂市,2025-10-23,118.415117,34.382205,7.7,65,25,26,119,9,0.24,0.03,46,2.8,1.8,13.5,29.6,0.30,0.12,0.01,1.0
蒲公英,徐州市,新沂市,2025-10-23,118.416065,34.381876,7.7,51,31,22,112,9,0.22,0.02,38,3.1,2.0,13.6,41.5,0.23,0.11,0.02,1.3
蒲公英,宿迁市,泗阳县,2025-4-8,118.604505,33.634321,7.3,63,27,20,68,9,0.14,0.02,23,18.6,8.5,14.2,21.9,0.70,0.10,0.00,1.2
蒲公英,宿迁市,泗阳县,2025-4-8,118.605758,33.634559,7.3,57,25,18,58,10,0.12,0.02,19,47.5,19.9,13.5,34.4,1.23,0.11,0.00,2.9
蒲公英,苏州市,张家港市,2025-4-12,120.582139,31.852908,7.0,68,29,21,398,5,0.12,0.07,22,7.3,3.7,16.4,52.4,0.65,0.17,0.00,1.8
蒲公英,苏州市,张家港市,2025-4-12,120.583401,31.852732,7.0,74,32,23,486,8,0.12,0.05,22,43.8,18.2,15.7,109.5,1.12,0.25,0.00,5.0
蒲公英,苏州市,张家港市,2025-4-12,120.583106,31.852742,7.2,64,26,20,236,5,0.11,0.05,22,15.4,6.5,14.6,79.7,0.47,0.14,0.05,2.1
蒲公英,苏州市,吴中区,2025-11-5,120.556156,31.204684,7.3,70,30,22,76,10,0.17,0.07,23,7.7,3.9,10.4,28.8,0.64,0.24,0.04,1.9
菊花,盐城市,射阳县,2024-10-16,120.366214,33.597025,7.6,63,29,22,77,13,0.16,0.02,23,0.6,0.9,13.4,45.9,0.06,0.15,0.01,0.3
菊花,盐城市,射阳县,2024-10-16,120.367694,33.598174,7.8,62,29,20,68,13,0.14,0.02,21,0.3,0.9,12.3,35.8,0.05,0.15,0.01,0.2
菊花,盐城市,射阳县,2024-10-16,120.369618,33.597167,7.6,63,30,22,72,13,0.15,0.03,22,0.3,0.9,12.6,36.5,0.02,0.11,0.01,0.2
天花粉,盐城市,亭湖区,2024-11-5,120.420989,33.527822,8.3,53,24,16,57,10,0.12,0.01,19,0.3,0.6,3.2,8.2,0.29,0.02,-0.01,0.1
天花粉,盐城市,亭湖区,2024-11-5,120.416254,33.525107,8.3,57,26,21,64,10,0.13,0.02,22,0.1,0.9,4.3,7.4,0.06,0.00,-0.01,0.1
天花粉,盐城市,盐都区,2025-1-10,120.003194,33.338877,6.8,68,29,20,66,7,0.11,0.05,25,1.0,3.3,7.7,18.3,0.37,0.06,0.00,0.8
天花粉,南通市,如皋市,2024-12-21,120.619695,32.462401,6.8,47,22,15,77,3,0.13,0.07,22,0.1,1.5,4.0,13.8,0.12,0.02,0.01,0.1
天花粉,南通市,如皋市,2024-12-21,120.622119,32.461298,6.6,57,24,18,72,5,0.15,0.04,21,0.3,1.6,4.5,17.1,0.11,0.01,0.02,0.1
天花粉,南通市,如皋市,2024-12-21,120.621223,32.458756,6.5,52,23,17,74,4,0.14,0.05,22,0.1,2.5,9.1,14.8,0.14,0.02,0.01,0.1
瓜蒌皮,淮安市,涟水县,2024-11-10,119.198403,34.041781,7.0,62,29,23,74,12,0.24,0.06,23,-0.1,0.6,6.3,17.3,0.04,0.04,0.00,0.1
瓜蒌皮,淮安市,涟水县,2024-11-10,119.198561,34.043678,6.8,60,30,23,76,11,0.24,0.05,22,0.4,1.1,6.5,7.7,0.12,0.03,0.00,0.4
瓜蒌皮,盐城市,阜宁县,2024-12-8,119.675643,33.822274,7.3,91,46,35,111,16,0.22,0.03,34,0.2,0.6,4.4,6.5,0.02,0.01,0.00,0.1
瓜蒌皮,盐城市,阜宁县,2024-12-8,119.676884,33.82177,6.6,90,46,37,112,16,0.26,0.03,35,0.1,0.9,4.8,6.5,0.01,0.00,0.00,0.1
瓜蒌皮,盐城市,盐都区,2024-12-2,120.002757,33.338761,6.8,68,29,20,66,7,0.11,0.05,25,0.1,0.3,7.0,7.6,0.01,0.01,0.00,0.1
瓜蒌皮,盐城市,盐都区,2024-12-2,120.002909,33.33908,7.0,63,29,21,69,7,0.11,0.03,24,0.2,0.3,6.0,10.3,0.01,0.01,-0.01,0.1
瓜蒌皮,南通市,如皋市,2024-12-1,120.619695,32.462401,6.8,47,22,15,77,3,0.13,0.07,22,1.1,0.5,3.2,3.1,0.03,0.01,0.00,0.1
瓜蒌皮,南通市,如皋市,2024-12-1,120.622119,32.461298,6.6,57,24,18,72,5,0.15,0.04,21,0.8,0.5,3.6,5.5,0.05,0.01,0.00,0.3
瓜蒌皮,南通市,如皋市,2024-12-1,120.621223,32.458756,6.5,52,23,17,74,4,0.14,0.05,22,1.0,0.7,3.5,5.0,0.04,0.01,0.00,0.1
茅苍术,镇江市,丹徒区,2024-12-15,119.29528,32.116707,5.3,54,20,16,53,7,0.10,0.06,22,1.0,2.5,4.9,4.0,0.18,0.43,0.00,0.6
茅苍术,镇江市,丹徒区,2024-12-15,119.295483,32.115597,5.3,70,33,23,76,10,0.14,0.03,23,1.3,5.4,14.8,31.7,0.29,0.76,0.01,4.0
茅苍术,镇江市,丹徒区,2024-12-15,119.295063,32.10875,4.9,41,11,60,50,9,0.15,0.06,50,2.0,7.9,16.4,39.2,0.22,1.42,0.02,12.6
茅苍术,镇江市,丹徒区,2024-12-15,119.295176,32.108122,4.9,45,12,57,51,8,0.18,0.05,52,3.6,7.3,14.4,38.1,0.23,1.48,0.01,14.7
白首乌,盐城市,滨海县,2024-12-30,120.276825,34.213875,7.3,72,36,27,85,16,0.23,0.04,26,0.5,0.3,5.6,7.5,0.04,0.00,0.00,0.1
白首乌,盐城市,滨海县,2024-12-30,120.278417,34.212056,7.0,74,37,29,86,18,0.26,0.03,27,0.8,0.5,6.4,8.5,0.03,0.00,-0.01,0.6
白首乌,盐城市,滨海县,2024-12-30,120.276832,34.212662,7.2,69,36,27,83,15,0.25,0.03,26,0.2,0.8,10.4,23.4,0.06,0.02,0.00,0.1
白首乌,盐城市,滨海县,2024-12-30,120.280435,34.210262,7.3,77,38,27,82,17,0.23,0.02,26,0.1,0.7,10.0,24.6,0.06,0.03,0.02,0.1
白首乌,盐城市,滨海县,2024-12-30,120.281688,34.208146,7.3,72,37,30,90,16,0.21,0.03,26,0.4,1.0,11.9,20.6,0.08,0.03,0.00,0.2
白首乌,盐城市,滨海县,2024-12-30,120.281632,34.216157,7.5,73,37,30,90,16,0.22,0.02,28,0.1,0.7,7.9,20.1,0.08,0.01,0.01,0.2
白首乌,盐城市,滨海县,2024-12-30,120.283178,34.214343,7.5,72,37,30,90,16,0.23,0.03,27,0.1,0.5,7.2,13.8,0.06,0.01,0.00,0.1
白首乌,盐城市,滨海县,2024-12-30,120.283868,34.216139,7.3,74,38,32,92,16,0.24,0.03,27,0.2,0.4,10.5,9.9,0.18,0.03,0.01,0.2
白首乌,盐城市,滨海县,2024-12-30,120.284205,34.21201,7.3,72,36,27,84,16,0.23,0.03,27,0.2,0.5,6.5,16.3,0.02,0.02,0.00,0.4
白首乌,盐城市,滨海县,2024-12-30,120.285579,34.20953,7.1,69,35,26,80,15,0.21,0.03,26,0.3,0.5,6.2,17.0,0.06,0.02,0.01,0.1
女贞子,盐城市,盐都区,2024-12-22,120.165118,33.326246,7.3,65,29,23,82,9,0.18,0.03,27,0.2,0.4,7.4,20.1,0.05,0.01,0.01,0.2
女贞子,盐城市,盐都区,2024-12-22,120.164998,33.326547,7.4,62,25,19,73,7,0.12,0.03,22,0.3,0.4,5.0,12.2,0.07,0.01,0.00,0.2
女贞子,盐城市,盐都区,2024-12-22,120.164872,33.326286,7.2,59,23,21,81,6,0.12,0.03,23,0.3,0.5,7.3,12.1,0.04,0.01,0.00,0.2
女贞子,盐城市,盐都区,2025-2-2,120.067041,33.323052,7.1,62,26,21,79,7,0.14,0.03,24,0.5,0.6,4.1,16.6,0.12,0.01,0.00,0.3
女贞子,盐城市,东台市,2025-1-18,120.851215,32.886577,7.3,48,19,11,65,6,0.14,0.01,17,0.3,0.7,6.5,16.8,0.37,0.01,0.00,0.2
女贞子,盐城市,东台市,2025-1-18,120.760067,32.872784,7.3,56,25,16,110,9,0.14,0.01,19,0.3,0.3,4.8,25.3,0.23,0.01,0.01,0.2
女贞子,徐州市,邳州市,2024-12-26,117.959583,34.346376,7.3,64,28,25,106,8,0.35,0.04,40,0.5,0.6,6.9,17.6,0.10,0.03,0.00,0.6
女贞子,徐州市,邳州市,2024-12-26,117.959386,34.34608,7.2,68,33,28,107,10,0.40,0.03,41,0.3,0.5,6.5,17.8,0.09,0.02,0.00,0.6
女贞子,无锡市,滨湖区,2024-12-29,120.283129,31.510488,7.4,73,33,22,72,9,0.12,0.21,28,0.3,0.5,7.6,19.6,0.08,0.01,0.00,0.4
女贞子,无锡市,滨湖区,2024-12-29,120.281587,31.509846,7.2,74,33,25,83,9,0.13,0.10,26,1.8,1.8,7.6,23.1,0.13,0.01,0.00,0.4
女贞子,无锡市,滨湖区,2024-12-29,120.280653,31.508915,7.2,78,34,24,89,8,0.17,0.04,25,0.2,0.5,6.8,16.6,0.12,0.01,0.00,0.6
女贞子,南京市,栖霞区,2025-1-10,118.943344,32.102226,7.0,68,34,26,74,11,0.16,0.03,25,0.4,0.4,7.2,15.8,0.05,0.01,0.00,0.3
